date,open,high,low,close,volume,symbol
2025-02-26,109.9,113.93,107.82,113.09,3796675,688082
2025-02-27,113.09,114.29,108.5,111.16,4305020,688082
2025-02-28,109.9,111.15,105.61,106.8,3219480,688082
2025-03-03,107.37,108.33,104.9,105.55,2762397,688082
2025-03-04,105.0,108.38,104.39,107.0,2873842,688082
2025-03-05,106.67,108.28,105.78,106.5,2032878,688082
2025-03-06,107.57,111.91,107.57,111.68,4533590,688082
2025-03-07,111.0,112.38,109.24,110.37,2552650,688082
2025-03-10,110.37,110.85,108.46,109.6,1786497,688082
2025-03-11,107.6,109.72,107.53,108.54,1557954,688082
2025-03-12,108.65,109.1,105.24,105.39,2477046,688082
2025-03-13,105.28,105.81,102.23,103.1,1793454,688082
2025-03-14,103.23,105.82,102.26,105.68,1698379,688082
2025-03-17,105.75,106.0,104.74,105.12,1428118,688082
2025-03-18,106.0,107.48,105.45,105.9,1187430,688082
2025-03-19,105.71,105.89,103.64,103.95,1151268,688082
2025-03-20,104.02,104.77,103.11,103.2,870029,688082
2025-03-21,103.1,103.88,101.31,101.51,1320860,688082
2025-03-24,101.5,104.4,101.36,103.56,1372535,688082
2025-03-25,100.01,102.75,100.01,102.38,1229428,688082
2025-03-26,102.44,103.4,101.86,102.52,900274,688082
2025-03-27,102.48,104.89,101.1,103.49,1292998,688082
2025-03-28,104.13,106.25,100.0,100.0,1768349,688082
2025-03-31,100.1,102.4,99.85,101.97,1436044,688082
2025-04-01,102.27,104.49,101.79,103.7,1290662,688082
2025-04-02,103.46,104.58,102.75,103.8,961593,688082
2025-04-03,103.31,105.78,103.05,103.47,1411218,688082
2025-04-07,98.7,101.5,90.0,92.6,2791777,688082
2025-04-08,94.31,96.98,92.32,93.53,2021373,688082
2025-04-09,92.47,99.98,91.5,98.34,3062343,688082
2025-04-10,100.55,101.85,99.0,99.02,1811554,688082
2025-04-11,98.84,103.32,98.2,101.85,2402210,688082
2025-04-14,103.0,103.38,100.82,102.3,1870954,688082
2025-04-15,101.85,102.4,99.06,101.53,2143425,688082
2025-04-16,101.51,104.1,100.81,103.9,2046949,688082
2025-04-17,103.02,104.82,102.5,102.75,1691061,688082
2025-04-18,102.5,102.73,100.99,101.75,824291,688082
2025-04-21,101.5,102.66,101.31,102.11,843689,688082
2025-04-22,101.89,103.86,101.36,103.25,1109762,688082
2025-04-23,103.35,103.52,101.26,101.51,1264326,688082
2025-04-24,101.3,101.73,99.92,100.78,943174,688082
2025-04-25,100.78,102.12,99.56,101.48,1159586,688082
2025-04-28,101.48,101.99,100.25,101.32,801873,688082
2025-04-29,100.75,103.46,99.32,103.05,1418708,688082
2025-04-30,106.66,107.2,103.91,104.91,2772570,688082
2025-05-06,105.15,107.5,105.15,106.79,2173363,688082
2025-05-07,108.0,108.5,106.01,106.81,1841497,688082
2025-05-08,106.73,107.1,105.87,106.55,1221416,688082
2025-05-09,106.26,106.26,104.39,104.45,1289411,688082
2025-05-12,104.82,106.0,104.5,105.74,1122993,688082
2025-05-13,106.3,106.68,104.85,104.94,837819,688082
