date,total_market_cap,circulating_market_cap,pe
2025-02-26,,,32.5164
2025-02-27,,,32.6601
2025-02-28,,,32.4355
2025-03-03,,,32.8488
2025-03-04,,,32.7859
2025-03-05,,,32.6152
2025-03-06,,,32.6781
2025-03-07,,,32.6781
2025-03-10,,,32.759
2025-03-11,,,32.7949
2025-03-12,,,32.5164
2025-03-13,,,32.5882
2025-03-14,,,33.5676
2025-03-17,,,33.2891
2025-03-18,,,33.1723
2025-03-19,,,33.0375
2025-03-20,,,32.9476
2025-03-21,,,33.1543
2025-03-24,,,33.3699
2025-03-25,,,33.2531
2025-03-26,,,33.1902
2025-03-27,,,33.316
2025-03-28,,,33.1723
2025-03-31,,,32.7287
2025-04-01,,,33.2028
2025-04-02,,,32.9255
2025-04-03,,,32.9881
2025-04-07,,,31.1187
2025-04-08,,,31.9326
2025-04-09,,,33.0955
2025-04-10,,,33.0239
2025-04-11,,,32.845
2025-04-14,,,32.4693
2025-04-15,,,32.362
2025-04-16,,,32.5767
2025-04-17,,,32.5051
2025-04-18,,,32.2994
2025-04-21,,,32.2099
2025-04-22,,,33.0597
2025-04-23,,,32.6035
2025-04-24,,,32.5319
2025-04-25,,,32.4783
2025-04-28,,,32.2368
2025-04-29,,,31.6911
2025-04-30,,,32.6035
2025-05-06,,,32.7198
2025-05-07,,,32.9166
2025-05-08,,,32.9881
2025-05-09,,,32.7198
2025-05-12,,,32.6482
2025-05-13,,,32.845
2025-05-14,,,33.2207
2025-05-15,,,33.2565
2025-05-16,,,33.6948
2025-05-19,,,33.2833
2025-05-20,,,33.7663
2025-05-21,,,33.6321
2025-05-22,,,33.5159
2025-05-23,,,33.6232
2025-05-26,,,33.2654
2025-05-27,,,33.8289
2025-05-28,,,33.7484
2025-05-29,,,33.9989
2025-05-30,,,33.9899
2025-06-03,,,34.1152
2025-06-04,,,33.9631
2025-06-05,,,33.5069
2025-06-06,,,33.3101
2025-06-09,,,33.7126
2025-06-10,,,33.7663
2025-06-11,,,33.6321
2025-06-12,,,33.5695
2025-06-13,,,32.8271
2025-06-16,,,32.5141
2025-06-17,,,32.3709
2025-06-18,,,32.2368
2025-06-19,,,32.0668
2025-06-20,,,32.192
2025-06-23,,,32.201
2025-06-24,,,32.5319
2025-06-25,,,32.7645
2025-06-26,,,32.8182
2025-06-27,,,32.7287
2025-06-30,,,34.0724
2025-07-01,,,34.1385
2025-07-02,,,33.8834
2025-07-03,,,33.7322
2025-07-04,,,33.7511
