date,total_market_cap,circulating_market_cap,pe
2025-02-26,,,10.023
2025-02-27,,,10.1503
2025-02-28,,,10.023
2025-03-03,,,9.9276
2025-03-04,,,9.9594
2025-03-05,,,9.9753
2025-03-06,,,9.9594
2025-03-07,,,10.1344
2025-03-10,,,10.1185
2025-03-11,,,10.1185
2025-03-12,,,10.0389
2025-03-13,,,10.0389
2025-03-14,,,10.1503
2025-03-17,,,10.1344
2025-03-18,,,10.2935
2025-03-19,,,10.1344
2025-03-20,,,10.373
2025-03-21,,,10.3412
2025-03-24,,,10.3094
2025-03-25,,,10.3412
2025-03-26,,,10.198
2025-03-27,,,10.214
2025-03-28,,,10.1503
2025-03-31,,,11.4677
2025-04-01,,,11.626
2025-04-02,,,11.5381
2025-04-03,,,11.3446
2025-04-07,,,10.2189
2025-04-08,,,10.6235
2025-04-09,,,10.4476
2025-04-10,,,10.8697
2025-04-11,,,10.5707
2025-04-14,,,10.5355
2025-04-15,,,10.3597
2025-04-16,,,10.4476
2025-04-17,,,10.4124
2025-04-18,,,10.3069
2025-04-21,,,10.3245
2025-04-22,,,10.2893
2025-04-23,,,10.3597
2025-04-24,,,10.43
2025-04-25,,,10.4476
2025-04-28,,,10.7466
2025-04-29,,,10.6059
2025-04-30,,,10.2893
2025-05-06,,,10.6938
2025-05-07,,,10.8873
2025-05-08,,,10.6059
2025-05-09,,,10.5707
2025-05-12,,,10.6938
2025-05-13,,,10.7994
2025-05-14,,,11.1687
2025-05-15,,,10.8697
2025-05-16,,,10.7642
2025-05-19,,,10.7818
2025-05-20,,,10.7114
2025-05-21,,,10.7114
2025-05-22,,,10.729
2025-05-23,,,10.5883
2025-05-26,,,10.6587
2025-05-27,,,10.6411
2025-05-28,,,10.7642
2025-05-29,,,10.7818
2025-05-30,,,10.6411
2025-06-03,,,10.6059
2025-06-04,,,10.6235
2025-06-05,,,10.6235
2025-06-06,,,10.7114
2025-06-09,,,10.7114
2025-06-10,,,10.7818
2025-06-11,,,10.8345
2025-06-12,,,10.9049
2025-06-13,,,11.626
2025-06-16,,,11.5908
2025-06-17,,,11.7667
2025-06-18,,,11.7316
2025-06-19,,,11.415
2025-06-20,,,11.4677
2025-06-23,,,11.5381
2025-06-24,,,10.9049
2025-06-25,,,10.9049
2025-06-26,,,10.9928
2025-06-27,,,10.9928
2025-06-30,,,10.6725
2025-07-01,,,10.6214
2025-07-02,,,10.5191
2025-07-03,,,10.485
2025-07-04,,,10.4509
2025-07-07,,,10.4339
2025-07-08,,,10.485
2025-07-09,,,10.4339
2025-07-10,,,10.4339
2025-07-11,,,10.468
2025-07-14,,,10.485
2025-07-15,,,10.3827
2025-07-16,,,10.3827
2025-07-17,,,10.3657
2025-07-18,,,10.3827
2025-07-21,,,10.5362
2025-07-22,,,10.6214
2025-07-23,,,10.6043
2025-07-24,,,10.7066
2025-07-25,,,10.6896
2025-07-28,,,10.5021
2025-07-29,,,10.468
2025-07-30,,,10.5191
2025-07-31,,,10.3316
2025-08-01,,,10.3145
2025-08-04,,,10.3486
2025-08-05,,,10.4339
2025-08-06,,,10.6555
2025-08-07,,,10.5702
2025-08-08,,,10.5873
2025-08-11,,,10.5191
2025-08-12,,,10.5191
2025-08-13,,,10.468
2025-08-14,,,10.4509
2025-08-15,,,10.3998
2025-08-18,,,10.3998
2025-08-19,,,10.3998
2025-08-20,,,10.5021
2025-08-21,,,10.5873
2025-08-22,,,11.2352
2025-08-25,,,11.2522
2025-08-26,,,11.3545
2025-08-27,,,11.0647
2025-08-28,,,11.3886
2025-08-29,,,11.0647
2025-09-01,,,11.3374
2025-09-02,,,11.3545
2025-09-03,,,11.3715
2025-09-04,,,11.6273
2025-09-05,,,12.3092
2025-09-08,,,13.5367
2025-09-09,,,13.8607
2025-09-10,,,13.8095
2025-09-11,,,13.7925
2025-09-12,,,14.2698
2025-09-15,,,15.2928
2025-09-16,,,14.9859
2025-09-17,,,15.2587
