date,open,high,low,close,volume,symbol
2025-02-26,33.7,35.97,33.63,34.72,200846656,002050
2025-02-27,34.24,34.46,31.51,32.42,227699796,002050
2025-02-28,31.83,31.83,30.16,30.32,174893265,002050
2025-03-03,30.5,31.1,29.62,30.52,121168366,002050
2025-03-04,30.1,31.88,30.1,31.02,140039395,002050
2025-03-05,31.0,31.75,30.8,31.25,84608056,002050
2025-03-06,31.53,32.57,31.4,31.7,116634144,002050
2025-03-07,31.55,32.12,31.07,31.7,101730547,002050
2025-03-10,32.09,32.15,31.34,31.6,73954977,002050
2025-03-11,30.49,31.12,30.09,30.49,122273965,002050
2025-03-12,30.8,30.9,30.33,30.35,68664576,002050
2025-03-13,30.45,30.55,29.19,29.47,94393763,002050
2025-03-14,29.4,32.2,29.27,31.57,181614499,002050
2025-03-17,31.2,31.48,30.58,31.31,86217750,002050
2025-03-18,31.4,31.48,30.66,30.92,75067026,002050
2025-03-19,30.82,30.87,30.09,30.32,74293975,002050
2025-03-20,30.5,31.33,30.06,30.73,86181639,002050
2025-03-21,30.45,30.73,29.4,29.48,99027936,002050
2025-03-24,29.7,29.77,29.0,29.67,67362231,002050
2025-03-25,30.03,30.25,29.1,29.22,53121147,002050
2025-03-26,29.0,30.23,29.0,29.48,68992689,002050
2025-03-27,29.31,31.1,29.03,30.29,154220628,002050
2025-03-28,30.0,30.4,29.55,29.67,80130338,002050
2025-03-31,29.45,29.55,28.37,28.83,96337648,002050
2025-04-01,28.93,29.12,28.49,28.57,51530272,002050
2025-04-02,28.67,29.16,28.47,28.84,55569109,002050
2025-04-03,28.17,28.86,27.94,28.01,65663311,002050
2025-04-07,25.21,25.74,25.21,25.21,45478600,002050
2025-04-08,24.55,24.8,22.69,22.86,188600436,002050
2025-04-09,22.06,23.68,21.26,23.15,160444591,002050
2025-04-10,24.98,25.45,24.33,24.4,144163181,002050
2025-04-11,23.98,25.35,23.8,25.05,95218580,002050
2025-04-14,25.44,25.58,24.75,24.81,90016849,002050
2025-04-15,25.05,25.8,24.6,24.75,71569069,002050
2025-04-16,24.5,24.57,23.64,24.0,75746712,002050
2025-04-17,23.95,24.38,23.8,23.98,39343352,002050
2025-04-18,23.96,24.16,23.7,24.08,35116609,002050
2025-04-21,24.01,26.09,23.77,25.72,111347740,002050
2025-04-22,25.6,25.7,24.86,24.91,75855140,002050
2025-04-23,25.65,26.16,25.51,25.83,115104798,002050
2025-04-24,25.83,25.99,25.13,25.21,62348742,002050
2025-04-25,25.31,25.95,25.3,25.45,60635891,002050
2025-04-28,25.58,26.0,25.34,25.56,63928950,002050
2025-04-29,25.56,26.29,25.4,26.04,83712999,002050
2025-04-30,26.58,27.08,26.01,26.8,118508303,002050
2025-05-06,27.0,27.54,26.87,27.32,98215352,002050
2025-05-07,27.98,28.05,26.66,26.94,87558267,002050
2025-05-08,26.89,27.33,26.79,27.05,57215064,002050
2025-05-09,27.12,27.5,26.42,26.59,52922813,002050
2025-05-12,27.39,28.1,27.35,27.9,108759124,002050
2025-05-13,28.19,28.2,27.5,27.57,75351135,002050
2025-05-14,27.5,27.95,27.16,27.56,64959339,002050
2025-05-15,27.49,27.57,26.7,26.71,56097330,002050
2025-05-16,26.58,27.4,26.52,27.0,55125416,002050
2025-05-19,26.9,26.96,26.13,26.66,49075478,002050
2025-05-20,26.54,26.97,26.27,26.69,46266679,002050
2025-05-21,26.66,27.03,26.18,26.89,51720848,002050
2025-05-22,26.5,26.64,26.29,26.32,36527815,002050
2025-05-23,26.27,27.94,26.16,27.09,139018354,002050
2025-05-26,26.9,27.08,26.3,26.54,81036426,002050
2025-05-27,26.4,26.48,25.48,25.63,79912239,002050
2025-05-28,25.68,26.19,25.5,25.72,41216518,002050
2025-05-29,25.65,26.72,25.6,26.57,78284594,002050
2025-05-30,26.34,26.39,25.64,25.85,57541080,002050
2025-06-03,25.58,25.91,25.46,25.76,34339114,002050
2025-06-04,25.83,26.48,25.74,26.18,42028850,002050
2025-06-05,26.48,27.25,25.92,27.09,87676530,002050
2025-06-06,26.54,26.6,25.88,26.15,94722468,002050
2025-06-09,26.14,26.14,25.8,25.92,70982453,002050
2025-06-10,26.02,26.1,25.55,25.93,47902340,002050
2025-06-11,26.08,26.56,26.0,26.21,62037990,002050
2025-06-12,26.12,26.19,25.83,25.88,43753830,002050
2025-06-13,25.6,25.77,25.2,25.26,56478904,002050
2025-06-16,25.15,25.41,25.08,25.38,29146595,002050
2025-06-17,25.4,25.66,25.18,25.22,29844695,002050
2025-06-18,25.14,25.58,25.02,25.48,36906093,002050
2025-06-19,25.49,26.84,25.36,26.12,139518425,002050
