date,open,high,low,close,volume,symbol
2025-02-26,46.04,46.18,44.68,44.95,67023369,002475
2025-02-27,45.01,45.2,44.08,44.58,55001425,002475
2025-02-28,44.32,44.45,43.0,43.15,53568391,002475
2025-03-03,43.98,43.98,41.9,42.31,53295292,002475
2025-03-04,41.93,42.22,41.47,41.85,46619624,002475
2025-03-05,41.97,42.49,41.44,41.91,49178050,002475
2025-03-06,42.15,42.95,42.15,42.37,65533785,002475
2025-03-07,42.41,42.58,41.32,41.53,66511576,002475
2025-03-10,41.3,41.64,40.57,41.08,72141563,002475
2025-03-11,40.5,40.65,39.7,40.27,79944368,002475
2025-03-12,40.23,40.96,39.56,40.55,83744329,002475
2025-03-13,40.6,40.86,40.24,40.37,54042239,002475
2025-03-14,40.2,41.24,40.01,41.0,85991245,002475
2025-03-17,41.3,41.37,40.53,40.67,58908430,002475
2025-03-18,40.71,40.99,40.38,40.86,59891173,002475
2025-03-19,40.62,40.88,40.0,40.73,58447257,002475
2025-03-20,40.86,40.87,40.32,40.42,37680052,002475
2025-03-21,40.65,41.19,39.6,39.86,64442157,002475
2025-03-24,39.94,41.34,39.88,41.06,90318338,002475
2025-03-25,41.01,41.2,40.46,40.78,41623439,002475
2025-03-26,40.78,41.07,40.65,40.76,30331420,002475
2025-03-27,40.68,41.1,40.33,40.78,29203780,002475
2025-03-28,40.8,41.5,40.52,41.21,49787332,002475
2025-03-31,41.0,41.39,40.41,40.89,41213435,002475
2025-04-01,40.89,41.15,40.41,40.44,38061001,002475
2025-04-02,40.42,40.7,38.7,39.35,102838106,002475
2025-04-03,37.23,37.43,35.42,35.42,223302734,002475
2025-04-07,31.88,31.88,31.88,31.88,45487000,002475
2025-04-08,29.19,30.0,28.69,29.0,282376468,002475
2025-04-09,27.84,29.46,27.11,28.68,263513235,002475
2025-04-10,31.55,31.55,30.35,30.73,289876902,002475
2025-04-11,30.01,33.0,29.64,32.18,276209891,002475
2025-04-14,33.91,34.43,31.49,32.2,352863107,002475
2025-04-15,31.6,31.62,30.5,30.81,196604382,002475
2025-04-16,30.06,30.17,29.25,29.59,181417827,002475
2025-04-17,29.49,29.88,29.35,29.46,100329318,002475
2025-04-18,29.46,30.05,29.46,29.95,99219909,002475
2025-04-21,29.99,30.99,29.77,30.87,119343647,002475
2025-04-22,30.63,31.07,30.17,30.3,103146009,002475
2025-04-23,31.9,32.18,30.96,31.53,201335409,002475
2025-04-24,31.5,31.51,30.72,30.76,107500103,002475
2025-04-25,31.0,32.0,31.0,31.61,162430397,002475
2025-04-28,31.81,31.93,30.9,30.95,100914629,002475
2025-04-29,30.8,30.95,30.39,30.53,88706625,002475
2025-04-30,30.59,31.1,30.39,30.85,123844275,002475
2025-05-06,30.99,31.85,30.9,31.81,137657726,002475
2025-05-07,32.45,33.16,31.22,31.52,163862696,002475
2025-05-08,31.41,33.0,31.32,32.74,210253628,002475
2025-05-09,32.51,32.52,31.7,32.08,131228032,002475
2025-05-12,33.35,34.47,32.88,34.12,275246598,002475
2025-05-13,35.49,35.49,33.63,33.8,286919563,002475
2025-05-14,33.65,33.94,33.03,33.52,182208017,002475
2025-05-15,33.55,33.55,32.62,32.66,119460056,002475
2025-05-16,32.5,32.78,32.41,32.5,83902847,002475
2025-05-19,32.39,32.39,31.7,32.23,103206077,002475
2025-05-20,32.08,32.65,31.86,32.6,95218088,002475
2025-05-21,32.4,32.42,32.06,32.12,95979441,002475
2025-05-22,31.85,32.07,31.74,31.77,67868291,002475
2025-05-23,31.7,32.03,31.3,31.3,94013492,002475
2025-05-26,30.5,31.28,30.38,31.24,110267907,002475
2025-05-27,31.03,31.11,30.43,30.52,98797805,002475
2025-05-28,30.71,30.89,30.31,30.39,66241302,002475
2025-05-29,31.01,31.52,31.01,31.41,148791273,002475
2025-05-30,30.89,30.89,30.35,30.4,110852081,002475
2025-06-03,30.19,30.46,30.12,30.32,58999291,002475
2025-06-04,30.38,30.98,30.3,30.8,83923933,002475
2025-06-05,30.85,31.86,30.83,31.63,142089309,002475
2025-06-06,31.41,31.55,31.17,31.32,85342289,002475
2025-06-09,31.7,32.08,31.53,31.93,96008164,002475
2025-06-10,31.79,32.2,31.35,31.78,119822235,002475
2025-06-11,31.9,32.54,31.8,31.97,98953985,002475
2025-06-12,31.65,32.16,31.55,31.84,71827337,002475
2025-06-13,31.6,31.98,31.2,31.25,80057462,002475
