date,open,high,low,close,volume,symbol
2025-02-26,4.12,4.29,4.11,4.22,215187530,600795
2025-02-27,4.23,4.28,4.21,4.24,158460593,600795
2025-02-28,4.24,4.29,4.22,4.23,150447287,600795
2025-03-03,4.23,4.24,4.16,4.17,153334899,600795
2025-03-04,4.17,4.19,4.14,4.16,107025762,600795
2025-03-05,4.15,4.18,4.12,4.17,112229311,600795
2025-03-06,4.17,4.18,4.13,4.15,146884056,600795
2025-03-07,4.14,4.15,4.12,4.13,101860323,600795
2025-03-10,4.13,4.15,4.11,4.12,88863014,600795
2025-03-11,4.1,4.16,4.09,4.15,131572953,600795
2025-03-12,4.14,4.21,4.13,4.2,161312434,600795
2025-03-13,4.21,4.24,4.2,4.21,139557673,600795
2025-03-14,4.22,4.25,4.21,4.24,119076658,600795
2025-03-17,4.25,4.32,4.24,4.27,187605261,600795
2025-03-18,4.28,4.29,4.24,4.28,105841714,600795
2025-03-19,4.28,4.4,4.26,4.37,217664024,600795
2025-03-20,4.39,4.45,4.36,4.36,192800639,600795
2025-03-21,4.39,4.44,4.31,4.34,172411626,600795
2025-03-24,4.35,4.39,4.32,4.37,129672721,600795
2025-03-25,4.37,4.44,4.33,4.43,169368180,600795
2025-03-26,4.44,4.44,4.35,4.36,177140798,600795
2025-03-27,4.36,4.38,4.32,4.34,121863804,600795
2025-03-28,4.35,4.44,4.35,4.36,199616376,600795
2025-03-31,4.39,4.55,4.38,4.44,310444130,600795
2025-04-01,4.45,4.62,4.42,4.6,324530707,600795
2025-04-02,4.62,4.64,4.52,4.54,210624941,600795
2025-04-03,4.51,4.6,4.5,4.57,176198185,600795
2025-04-07,4.4,4.5,4.21,4.35,399353683,600795
2025-04-08,4.34,4.46,4.33,4.46,249250707,600795
2025-04-09,4.43,4.46,4.3,4.45,256317295,600795
2025-04-10,4.45,4.47,4.41,4.45,186951081,600795
2025-04-11,4.45,4.48,4.4,4.45,144603798,600795
2025-04-14,4.45,4.59,4.44,4.58,222764657,600795
2025-04-15,4.58,4.61,4.53,4.59,143754635,600795
2025-04-16,4.62,4.65,4.56,4.65,207309296,600795
2025-04-17,4.64,4.67,4.6,4.66,135353112,600795
2025-04-18,4.65,4.65,4.58,4.61,118125452,600795
2025-04-21,4.62,4.65,4.57,4.58,132977612,600795
2025-04-22,4.59,4.63,4.56,4.57,129539738,600795
2025-04-23,4.56,4.58,4.53,4.54,117893033,600795
2025-04-24,4.5,4.57,4.46,4.54,164432115,600795
2025-04-25,4.54,4.58,4.52,4.58,135823616,600795
2025-04-28,4.62,4.63,4.56,4.59,159040948,600795
2025-04-29,4.6,4.6,4.49,4.51,157666263,600795
2025-04-30,4.5,4.52,4.46,4.47,95880007,600795
2025-05-06,4.49,4.51,4.46,4.5,112058975,600795
2025-05-07,4.53,4.55,4.49,4.53,111650103,600795
2025-05-08,4.53,4.62,4.5,4.61,188359219,600795
2025-05-09,4.6,4.63,4.57,4.59,123817908,600795
2025-05-12,4.58,4.6,4.53,4.55,114464918,600795
2025-05-13,4.55,4.57,4.54,4.55,91438727,600795
2025-05-14,4.55,4.56,4.5,4.55,98495604,600795
2025-05-15,4.56,4.62,4.55,4.58,136514185,600795
2025-05-16,4.58,4.66,4.57,4.6,169533087,600795
2025-05-19,4.6,4.63,4.59,4.6,90444105,600795
2025-05-20,4.61,4.72,4.6,4.72,214268901,600795
2025-05-21,4.72,4.76,4.7,4.7,148568146,600795
2025-05-22,4.7,4.74,4.67,4.72,114119786,600795
2025-05-23,4.72,4.74,4.62,4.62,153608533,600795
2025-05-26,4.63,4.7,4.63,4.69,104260476,600795
2025-05-27,4.69,4.72,4.66,4.67,72953056,600795
2025-05-28,4.67,4.68,4.61,4.63,96814988,600795
2025-05-29,4.62,4.64,4.58,4.61,113386262,600795
2025-05-30,4.6,4.64,4.57,4.57,102344800,600795
2025-06-03,4.56,4.58,4.5,4.57,142117350,600795
2025-06-04,4.56,4.62,4.55,4.58,96991511,600795
2025-06-05,4.59,4.61,4.54,4.58,92301717,600795
2025-06-06,4.57,4.63,4.56,4.62,114984592,600795
2025-06-09,4.63,4.64,4.59,4.62,79138490,600795
2025-06-10,4.63,4.67,4.6,4.61,120036684,600795
2025-06-11,4.62,4.66,4.6,4.64,94399164,600795
2025-06-12,4.65,4.65,4.61,4.63,66762124,600795
2025-06-13,4.63,4.68,4.62,4.67,122553484,600795
2025-06-16,4.67,4.71,4.63,4.71,111052115,600795
2025-06-17,4.71,4.76,4.68,4.76,113951275,600795
2025-06-18,4.75,4.77,4.72,4.74,82668345,600795
2025-06-19,4.74,4.76,4.69,4.72,129636537,600795
2025-06-20,4.72,4.75,4.7,4.72,67311998,600795
2025-06-23,4.71,4.73,4.67,4.72,84190600,600795
2025-06-24,4.72,4.73,4.69,4.7,104459354,600795
2025-06-25,4.71,4.81,4.69,4.8,153901762,600795
2025-06-26,4.8,4.94,4.78,4.91,192205022,600795
2025-06-27,4.9,4.92,4.77,4.78,192481270,600795
2025-06-30,4.78,4.86,4.76,4.84,108840902,600795
2025-07-01,4.86,5.03,4.85,4.99,211708941,600795
2025-07-02,5.0,5.03,4.97,4.99,103460700,600795
2025-07-03,4.99,5.0,4.93,4.96,82274523,600795
2025-07-04,4.97,4.99,4.94,4.95,86039567,600795
2025-07-07,4.98,5.0,4.91,4.97,111323846,600795
2025-07-08,4.97,4.97,4.89,4.94,121536600,600795
2025-07-09,4.92,4.96,4.87,4.87,123356394,600795
2025-07-10,4.8,4.81,4.75,4.75,121309965,600795
2025-07-11,4.76,4.79,4.73,4.73,131480330,600795
2025-07-14,4.75,4.8,4.74,4.75,124695930,600795
2025-07-15,4.75,4.76,4.68,4.71,129603921,600795
2025-07-16,4.7,4.72,4.68,4.7,91161411,600795
2025-07-17,4.71,4.71,4.64,4.67,122008815,600795
2025-07-18,4.67,4.7,4.65,4.7,101843037,600795
2025-07-21,4.7,4.76,4.69,4.76,127057252,600795
2025-07-22,4.75,4.78,4.71,4.77,160974415,600795
2025-07-23,4.77,4.8,4.71,4.72,132170234,600795
2025-07-24,4.72,4.73,4.65,4.68,135446142,600795
2025-07-25,4.68,4.7,4.64,4.65,102830000,600795
