date,total_market_cap,circulating_market_cap,pe
2025-02-26,,,17.6753
2025-02-27,,,17.348
2025-02-28,,,16.9271
2025-03-03,,,17.0206
2025-03-04,,,16.9271
2025-03-05,,,17.2077
2025-03-06,,,17.1142
2025-03-07,,,17.0206
2025-03-10,,,16.9739
2025-03-11,,,16.9739
2025-03-12,,,16.9271
2025-03-13,,,17.0674
2025-03-14,,,17.2077
2025-03-17,,,17.1609
2025-03-18,,,17.1142
2025-03-19,,,17.2077
2025-03-20,,,17.1142
2025-03-21,,,17.0674
2025-03-24,,,16.7868
2025-03-25,,,17.3947
2025-03-26,,,17.4882
2025-03-27,,,17.0674
2025-03-28,,,17.0206
2025-03-31,,,17.8943
2025-04-01,,,18.2887
2025-04-02,,,17.9436
2025-04-03,,,18.1901
2025-04-07,,,16.8098
2025-04-08,,,17.6478
2025-04-09,,,17.5492
2025-04-10,,,17.5492
2025-04-11,,,17.4013
2025-04-14,,,17.7957
2025-04-15,,,17.8943
2025-04-16,,,17.845
2025-04-17,,,17.845
2025-04-18,,,17.845
2025-04-21,,,17.7957
2025-04-22,,,17.845
2025-04-23,,,17.6478
2025-04-24,,,17.352
2025-04-25,,,17.4013
2025-04-28,,,17.7464
2025-04-29,,,17.4506
2025-04-30,,,17.352
2025-05-06,,,17.5492
2025-05-07,,,17.5985
2025-05-08,,,17.5985
2025-05-09,,,17.5985
2025-05-12,,,17.5985
2025-05-13,,,17.6971
2025-05-14,,,17.845
2025-05-15,,,17.845
2025-05-16,,,17.6478
2025-05-19,,,17.9436
2025-05-20,,,18.1408
2025-05-21,,,18.0915
2025-05-22,,,18.0422
2025-05-23,,,17.9436
2025-05-26,,,18.4365
2025-05-27,,,18.2394
2025-05-28,,,18.1901
2025-05-29,,,18.1901
2025-05-30,,,18.0915
2025-06-03,,,18.0422
2025-06-04,,,17.9929
2025-06-05,,,17.9436
2025-06-06,,,18.0422
2025-06-09,,,17.9436
2025-06-10,,,17.8943
2025-06-11,,,17.9436
2025-06-12,,,17.7957
2025-06-13,,,18.0422
2025-06-16,,,17.9436
2025-06-17,,,18.2394
2025-06-18,,,18.5844
2025-06-19,,,18.3872
2025-06-20,,,18.1901
2025-06-23,,,18.1408
2025-06-24,,,18.0915
2025-06-25,,,18.2394
2025-06-26,,,18.1408
2025-06-27,,,17.9929
2025-06-30,,,19.0203
2025-07-01,,,19.2816
2025-07-02,,,19.4384
2025-07-03,,,19.0726
2025-07-04,,,19.1249
2025-07-07,,,19.4384
2025-07-08,,,19.4384
2025-07-09,,,19.3339
2025-07-10,,,19.3339
2025-07-11,,,19.2816
2025-07-14,,,19.5429
2025-07-15,,,19.2816
2025-07-16,,,19.1771
2025-07-17,,,19.1249
2025-07-18,,,19.2816
2025-07-21,,,19.4906
2025-07-22,,,19.7519
2025-07-23,,,19.8042
2025-07-24,,,19.8564
2025-07-25,,,19.5951
2025-07-28,,,19.5429
2025-07-29,,,19.4906
2025-07-30,,,19.7519
2025-07-31,,,19.2294
2025-08-01,,,19.1771
2025-08-04,,,19.2816
2025-08-05,,,19.3339
2025-08-06,,,19.2816
2025-08-07,,,19.3339
2025-08-08,,,19.4384
2025-08-11,,,19.2816
2025-08-12,,,19.4906
2025-08-13,,,19.4384
2025-08-14,,,19.2294
2025-08-15,,,19.2816
2025-08-18,,,19.2816
2025-08-19,,,19.1771
2025-08-20,,,19.1771
2025-08-21,,,19.3339
2025-08-22,,,19.3339
2025-08-25,,,19.9609
2025-08-26,,,19.9087
2025-08-27,,,19.6996
2025-08-28,,,19.9609
2025-08-29,,,20.0654
2025-09-01,,,19.7519
2025-09-02,,,19.8042
2025-09-03,,,19.3339
2025-09-04,,,19.1771
2025-09-05,,,19.1771
2025-09-08,,,19.3339
2025-09-09,,,19.3339
2025-09-10,,,19.4906
2025-09-11,,,19.5951
2025-09-12,,,19.4384
2025-09-15,,,19.4906
2025-09-16,,,19.3861
2025-09-17,,,19.5429
2025-09-18,,,19.2816
2025-09-19,,,19.0203
2025-09-22,,,18.8113
2025-09-23,,,18.9681
2025-09-24,,,19.0203
2025-09-25,,,18.9681
2025-09-26,,,18.9681
2025-09-29,,,18.9681
2025-09-30,,,19.4254
2025-10-09,,,20.4986
2025-10-10,,,20.5523
2025-10-13,,,20.5523
2025-10-14,,,20.9816
2025-10-15,,,21.1962
2025-10-16,,,21.5718
2025-10-17,,,21.2499
2025-10-20,,,21.4645
2025-10-21,,,21.5718
2025-10-22,,,21.7328
2025-10-23,,,21.6255
2025-10-24,,,21.4109
2025-10-27,,,22.1621
2025-10-28,,,21.8402
