date,total_market_cap,circulating_market_cap,pe
2025-02-26,,,40.0113
2025-02-27,,,39.5686
2025-02-28,,,38.0928
2025-03-03,,,37.6336
2025-03-04,,,37.6828
2025-03-05,,,37.6828
2025-03-06,,,39.2406
2025-03-07,,,38.3879
2025-03-10,,,38.1584
2025-03-11,,,38.3387
2025-03-12,,,38.7159
2025-03-13,,,38.2895
2025-03-14,,,40.0605
2025-03-17,,,39.4866
2025-03-18,,,39.5686
2025-03-19,,,39.4046
2025-03-20,,,39.0439
2025-03-21,,,38.1584
2025-03-24,,,38.1584
2025-03-25,,,37.6008
2025-03-26,,,37.6664
2025-03-27,,,37.6828
2025-03-28,,,37.7156
2025-03-31,,,34.3095
2025-04-01,,,33.7321
2025-04-02,,,34.0968
2025-04-03,,,34.112
2025-04-07,,,29.3712
2025-04-08,,,29.9334
2025-04-09,,,31.149
2025-04-10,,,31.149
2025-04-11,,,31.2706
2025-04-14,,,31.3009
2025-04-15,,,31.0578
2025-04-16,,,30.8755
2025-04-17,,,30.7691
2025-04-18,,,31.1186
2025-04-21,,,31.3465
2025-04-22,,,31.225
2025-04-23,,,31.3313
2025-04-24,,,31.1186
2025-04-25,,,31.4529
2025-04-28,,,31.2402
2025-04-29,,,31.1338
2025-04-30,,,31.2554
2025-05-06,,,31.8935
2025-05-07,,,32.2886
2025-05-08,,,32.243
2025-05-09,,,31.6504
2025-05-12,,,33.0027
2025-05-13,,,32.5925
2025-05-14,,,34.2335
2025-05-15,,,33.1547
2025-05-16,,,32.7141
2025-05-19,,,32.6685
2025-05-20,,,32.6989
2025-05-21,,,32.4861
2025-05-22,,,32.2582
2025-05-23,,,31.5745
2025-05-26,,,31.6048
2025-05-27,,,31.4377
2025-05-28,,,31.149
2025-05-29,,,31.6808
2025-05-30,,,31.3313
2025-06-03,,,31.3921
2025-06-04,,,31.8176
2025-06-05,,,32.1063
2025-06-06,,,31.7416
2025-06-09,,,32.6077
2025-06-10,,,31.8632
