date,open,high,low,close,volume,symbol
2025-02-26,128.71,129.8,128.1,129.8,17924348,000858
2025-02-27,129.99,133.09,129.8,132.75,37079506,000858
2025-02-28,132.6,135.7,131.5,131.58,33720213,000858
2025-03-03,131.58,135.6,130.35,130.84,21035512,000858
2025-03-04,130.06,130.36,128.71,129.75,14934839,000858
2025-03-05,129.75,130.0,127.62,128.61,19936646,000858
2025-03-06,129.33,131.8,128.65,131.68,23585718,000858
2025-03-07,131.2,134.8,130.91,134.8,34007291,000858
2025-03-10,134.5,134.5,131.66,132.69,20635305,000858
2025-03-11,131.51,135.21,131.46,135.2,32103562,000858
2025-03-12,135.3,136.21,132.62,132.97,28801774,000858
2025-03-13,132.97,134.32,132.25,132.39,16792264,000858
2025-03-14,133.0,141.98,133.0,140.8,76551575,000858
2025-03-17,142.4,142.96,139.38,139.84,38773048,000858
2025-03-18,140.22,140.55,138.72,139.55,18673497,000858
2025-03-19,139.55,140.79,138.36,138.92,16815724,000858
2025-03-20,138.88,139.0,135.86,135.99,22872209,000858
2025-03-21,135.7,137.5,134.19,134.6,19713023,000858
2025-03-24,134.06,134.93,133.03,134.31,18048886,000858
2025-03-25,134.6,134.7,132.6,133.56,17567115,000858
2025-03-26,133.54,133.88,132.89,133.35,10882580,000858
2025-03-27,133.08,134.77,132.5,133.9,14086564,000858
2025-03-28,134.08,134.25,132.4,133.23,12099601,000858
2025-03-31,133.21,133.38,131.35,131.35,14485487,000858
2025-04-01,131.43,132.25,131.14,131.79,12170463,000858
2025-04-02,131.87,132.55,131.06,131.15,10102473,000858
2025-04-03,129.55,133.48,129.39,132.0,16562264,000858
2025-04-07,128.5,130.45,123.8,126.78,46309272,000858
2025-04-08,126.78,131.24,126.78,130.76,33185668,000858
2025-04-09,129.5,132.84,129.35,132.25,29699887,000858
2025-04-10,132.3,133.49,130.5,133.15,23310636,000858
2025-04-11,132.2,133.47,130.58,131.6,17429334,000858
2025-04-14,131.5,132.67,131.01,131.04,12578106,000858
2025-04-15,131.0,131.45,130.08,131.35,11482502,000858
2025-04-16,130.8,132.55,129.68,132.3,16668022,000858
2025-04-17,131.33,132.99,131.0,132.53,15292281,000858
2025-04-18,132.01,132.57,131.21,131.75,8947834,000858
