date,open,high,low,close,volume,symbol
2025-02-26,26.07,26.34,25.94,26.25,20748843,300122
2025-02-27,26.25,26.45,25.75,26.01,22409645,300122
2025-02-28,25.9,26.17,24.89,25.1,26035961,300122
2025-03-03,25.02,25.63,24.97,25.08,18544729,300122
2025-03-04,25.08,25.16,24.74,25.09,14182673,300122
2025-03-05,25.0,25.09,24.61,24.76,15826673,300122
2025-03-06,24.96,25.71,24.85,25.5,26993550,300122
2025-03-07,25.34,25.34,24.92,25.01,17278639,300122
2025-03-10,25.02,25.35,24.85,25.08,13788800,300122
2025-03-11,24.83,25.23,24.77,25.23,13069776,300122
2025-03-12,25.24,25.35,25.0,25.02,12470051,300122
2025-03-13,25.01,25.08,24.57,24.7,13978487,300122
2025-03-14,24.7,25.7,24.6,25.57,29984582,300122
2025-03-17,25.49,25.78,25.33,25.54,21863778,300122
2025-03-18,25.7,25.91,25.4,25.75,22605397,300122
2025-03-19,25.63,25.99,25.47,25.53,19649697,300122
2025-03-20,25.5,25.56,25.1,25.15,13830000,300122
2025-03-21,25.1,25.25,24.66,24.74,18138158,300122
2025-03-24,24.98,25.4,24.39,24.72,16797713,300122
2025-03-25,24.64,24.81,24.54,24.72,9773285,300122
2025-03-26,24.74,24.97,24.66,24.79,9904650,300122
2025-03-27,24.7,25.09,24.39,25.0,15970892,300122
2025-03-28,24.93,25.39,24.79,24.8,18646784,300122
2025-03-31,24.54,24.67,24.11,24.27,15728630,300122
2025-04-01,24.34,26.23,24.34,25.5,50966324,300122
2025-04-02,25.36,25.65,25.04,25.12,20138119,300122
2025-04-03,24.9,25.55,24.86,25.21,20158151,300122
2025-04-07,23.5,24.18,21.11,21.76,47277680,300122
2025-04-08,22.3,22.81,22.09,22.54,26400963,300122
2025-04-09,22.13,22.81,21.64,22.68,26670768,300122
2025-04-10,23.01,23.68,22.81,23.4,28297367,300122
2025-04-11,23.1,23.28,22.74,23.01,21361942,300122
2025-04-14,23.15,23.37,23.01,23.16,15456547,300122
2025-04-15,23.2,23.2,22.74,22.85,13015452,300122
2025-04-16,22.66,22.7,22.0,22.33,19344966,300122
2025-04-17,22.19,22.4,22.1,22.15,10241557,300122
2025-04-18,22.11,22.35,22.01,22.29,9794469,300122
2025-04-21,22.15,22.31,21.67,21.72,22310537,300122
2025-04-22,20.15,20.58,19.84,20.23,52026544,300122
2025-04-23,20.2,20.33,19.96,20.08,23174688,300122
2025-04-24,20.08,20.21,19.65,19.7,23372716,300122
2025-04-25,19.7,20.06,19.7,19.85,16909850,300122
2025-04-28,19.79,19.8,19.19,19.21,23191991,300122
2025-04-29,19.19,19.3,18.7,18.75,24302887,300122
2025-04-30,18.75,19.0,18.71,18.84,17519253,300122
2025-05-06,19.04,19.53,19.0,19.5,25153139,300122
2025-05-07,19.76,19.82,19.25,19.41,18430677,300122
