date,total_market_cap,circulating_market_cap,pe
2025-02-26,,,15.6251
2025-02-27,,,16.3715
2025-02-28,,,15.8399
2025-03-03,,,16.6775
2025-03-04,,,16.8708
2025-03-05,,,16.7742
2025-03-06,,,16.6185
2025-03-07,,,16.6399
2025-03-10,,,16.8118
2025-03-11,,,17.3863
2025-03-12,,,16.5916
2025-03-13,,,16.9191
2025-03-14,,,16.9621
2025-03-17,,,16.699
2025-03-18,,,16.7742
2025-03-19,,,16.9943
2025-03-20,,,16.7956
2025-03-21,,,16.9567
2025-03-24,,,16.801
2025-03-25,,,16.6346
2025-03-26,,,16.4305
2025-03-27,,,17.0158
2025-03-28,,,17.4346
2025-03-31,,,20.6287
2025-04-01,,,22.6896
2025-04-02,,,23.6817
2025-04-03,,,23.5793
2025-04-07,,,22.024
2025-04-08,,,21.9472
2025-04-09,,,21.3135
2025-04-10,,,22.1136
2025-04-11,,,22.8369
2025-04-14,,,22.5296
2025-04-15,,,22.3056
2025-04-16,,,22.1648
2025-04-17,,,21.8768
2025-04-18,,,21.7168
2025-04-21,,,22.6064
2025-04-22,,,22.8561
2025-04-23,,,22.2864
2025-04-24,,,22.7088
2025-04-25,,,21.2111
2025-04-28,,,21.1983
2025-04-29,,,21.0703
2025-04-30,,,23.1761
2025-05-06,,,22.8817
2025-05-07,,,22.1776
2025-05-08,,,21.7744
2025-05-09,,,21.8512
2025-05-12,,,21.3135
2025-05-13,,,21.672
2025-05-14,,,21.6912
2025-05-15,,,22.3376
2025-05-16,,,22.4144
2025-05-19,,,22.376
2025-05-20,,,23.6177
2025-05-21,,,24.245
2025-05-22,,,24.3666
2025-05-23,,,25.1858
2025-05-26,,,23.9377
2025-05-27,,,23.8289
2025-05-28,,,23.6817
2025-05-29,,,24.2898
2025-05-30,,,24.6802
2025-06-03,,,24.4498
2025-06-04,,,25.4226
2025-06-05,,,24.1617
2025-06-06,,,23.9825
2025-06-09,,,24.5842
2025-06-10,,,24.8978
2025-06-11,,,24.3154
2025-06-12,,,25.1026
2025-06-13,,,23.5409
2025-06-16,,,23.0289
2025-06-17,,,22.4976
2025-06-18,,,22.4784
2025-06-19,,,22.1712
2025-06-20,,,21.7552
2025-06-23,,,22.1456
2025-06-24,,,22.4336
2025-06-25,,,22.3056
2025-06-26,,,22.3888
2025-06-27,,,22.9265
2025-06-30,,,26.8134
2025-07-01,,,27.2314
2025-07-02,,,26.5073
2025-07-03,,,27.739
2025-07-04,,,27.1344
2025-07-07,,,25.7385
2025-07-08,,,24.9323
2025-07-09,,,24.9621
2025-07-10,,,24.7979
2025-07-11,,,24.7979
2025-07-14,,,24.5217
2025-07-15,,,25.2607
2025-07-16,,,25.0219
2025-07-17,,,26.1192
2025-07-18,,,26.4775
2025-07-21,,,26.1341
2025-07-22,,,26.3879
2025-07-23,,,25.8206
2025-07-24,,,26.0221
2025-07-25,,,26.2535
2025-07-28,,,26.2834
2025-07-29,,,27.1717
2025-07-30,,,28.5154
2025-07-31,,,28.2018
2025-08-01,,,27.7465
2025-08-04,,,27.2837
2025-08-05,,,28.0301
2025-08-06,,,28.0451
2025-08-07,,,27.5076
2025-08-08,,,27.3285
2025-08-11,,,27.6644
2025-08-12,,,27.1866
2025-08-13,,,27.5823
2025-08-14,,,27.0299
2025-08-15,,,27.1642
2025-08-18,,,27.6644
2025-08-19,,,28.1272
2025-08-20,,,27.8585
2025-08-21,,,28.1869
2025-08-22,,,28.0525
2025-08-25,,,29.1797
2025-08-26,,,28.5154
2025-08-27,,,27.5449
2025-08-28,,,27.2389
2025-08-29,,,27.2165
2025-09-01,,,29.9411
2025-09-02,,,29.8142
2025-09-03,,,30.3815
2025-09-04,,,29.1275
2025-09-05,,,30.1203
2025-09-08,,,29.859
2025-09-09,,,29.2245
2025-09-10,,,28.2765
2025-09-11,,,27.7241
2025-09-12,,,27.8211
2025-09-15,,,28.0301
2025-09-16,,,27.5225
2025-09-17,,,27.5748
2025-09-18,,,28.2765
2025-09-19,,,27.1866
2025-09-22,,,27.8361
2025-09-23,,,27.5823
2025-09-24,,,28.3661
2025-09-25,,,28.06
2025-09-26,,,27.5449
2025-09-29,,,27.1344
2025-09-30,,,35.1159
2025-10-09,,,34.4754
2025-10-10,,,33.8444
2025-10-13,,,33.2134
2025-10-14,,,32.5155
2025-10-15,,,33.2707
2025-10-16,,,33.3472
2025-10-17,,,33.3472
2025-10-20,,,34.8674
2025-10-21,,,34.4658
2025-10-22,,,34.3128
2025-10-23,,,33.2707
2025-10-24,,,33.1178
2025-10-27,,,33.1847
2025-10-28,,,33.3185
2025-10-29,,,33.1465
2025-10-30,,,32.7449
2025-10-31,,,33.462
2025-11-03,,,33.2707
2025-11-04,,,32.4677
2025-11-05,,,32.2382
2025-11-06,,,31.8845
2025-11-07,,,30.9571
2025-11-10,,,31.4734
2025-11-11,,,30.9093
2025-11-12,,,31.6741
2025-11-13,,,33.07
2025-11-14,,,33.0891
2025-11-17,,,31.894
2025-11-18,,,32.4772
2025-11-19,,,31.9323
2025-11-20,,,31.416
2025-11-21,,,30.5938
2025-11-24,,,31.8175
2025-11-25,,,31.8845
2025-11-26,,,33.07
2025-11-27,,,32.9457
2025-11-28,,,32.9074
2025-12-01,,,32.8883
2025-12-02,,,32.5155
2025-12-03,,,32.5059
2025-12-04,,,32.6015
2025-12-05,,,32.2478
2025-12-08,,,31.5498
2025-12-09,,,31.024
2025-12-10,,,31.0814
2025-12-11,,,30.5842
2025-12-12,,,29.7811
2025-12-15,,,29.7047
2025-12-16,,,29.2362
2025-12-17,,,29.7811
2025-12-18,,,29.6569
2025-12-19,,,30.2974
2025-12-22,,,30.0871
2025-12-23,,,29.6377
2025-12-24,,,29.3127
2025-12-25,,,29.1406
2025-12-26,,,27.9933
2025-12-29,,,27.6969
2025-12-30,,,27.5631
2025-12-31,,,28.0602
2026-01-05,,,28.8538
2026-01-06,,,29.2553
2026-01-07,,,30.1158
2026-01-08,,,31.9801
2026-01-09,,,32.3529
2026-01-12,,,32.4581
2026-01-13,,,32.439
2026-01-14,,,31.7315
2026-01-15,,,31.263
2026-01-16,,,30.6129
2026-01-19,,,31.0909
2026-01-20,,,31.2152
2026-01-21,,,30.8328
2026-01-22,,,30.4026
2026-01-23,,,30.7754
2026-01-26,,,30.6894
2026-01-27,,,30.0297
2026-01-28,,,29.8098
2026-01-29,,,29.9628
2026-01-30,,,29.5899
2026-02-02,,,28.8155
2026-02-03,,,29.0641
2026-02-04,,,29.7333
2026-02-05,,,30.0966
2026-02-06,,,30.785
2026-02-09,,,30.5077
2026-02-10,,,30.632
2026-02-11,,,30.6416
2026-02-12,,,30.3643
2026-02-13,,,30.1731
2026-02-24,,,29.6377
2026-02-25,,,29.6569
2026-02-26,,,29.1406
