date,total_market_cap,circulating_market_cap,pe
2025-02-26,,,10.3002
2025-02-27,,,10.05
2025-02-28,,,9.9388
2025-03-03,,,10.1612
2025-03-04,,,10.0639
2025-03-05,,,10.3002
2025-03-06,,,10.6338
2025-03-07,,,10.745
2025-03-10,,,10.8284
2025-03-11,,,10.7311
2025-03-12,,,10.7589
2025-03-13,,,10.8423
2025-03-14,,,10.8423
2025-03-17,,,10.6894
2025-03-18,,,10.7728
2025-03-19,,,10.6894
2025-03-20,,,10.7589
2025-03-21,,,10.5365
2025-03-24,,,10.884
2025-03-25,,,10.9396
2025-03-26,,,10.6755
2025-03-27,,,10.6338
2025-03-28,,,10.5365
2025-03-31,,,9.3671
2025-04-01,,,9.5554
2025-04-02,,,9.3671
2025-04-03,,,9.003
2025-04-07,,,8.0989
2025-04-08,,,7.8854
2025-04-09,,,7.9984
2025-04-10,,,8.3249
2025-04-11,,,8.237
2025-04-14,,,8.2621
2025-04-15,,,8.0989
2025-04-16,,,8.0487
2025-04-17,,,8.0361
2025-04-18,,,8.0361
2025-04-21,,,8.2119
2025-04-22,,,8.1366
2025-04-23,,,8.1868
2025-04-24,,,8.1366
2025-04-25,,,8.2998
2025-04-28,,,8.1366
2025-04-29,,,8.0612
2025-04-30,,,8.0361
2025-05-06,,,8.1491
2025-05-07,,,8.1617
2025-05-08,,,8.1617
2025-05-09,,,8.0612
2025-05-12,,,8.2747
2025-05-13,,,8.2747
2025-05-14,,,8.5007
2025-05-15,,,8.4002
2025-05-16,,,8.2998
2025-05-19,,,8.3124
2025-05-20,,,8.3249
2025-05-21,,,8.5258
2025-05-22,,,8.3751
2025-05-23,,,8.3124
2025-05-26,,,8.2998
2025-05-27,,,8.1491
2025-05-28,,,8.1868
2025-05-29,,,8.2872
2025-05-30,,,8.2119
2025-06-03,,,8.3877
2025-06-04,,,8.3877
2025-06-05,,,8.3877
2025-06-06,,,8.4505
2025-06-09,,,8.5635
2025-06-10,,,8.5886
2025-06-11,,,8.7142
2025-06-12,,,8.689
2025-06-13,,,8.5384
2025-06-16,,,8.6639
2025-06-17,,,8.7016
2025-06-18,,,8.689
2025-06-19,,,8.5258
2025-06-20,,,8.6639
2025-06-23,,,8.6765
2025-06-24,,,8.7142
2025-06-25,,,8.689
2025-06-26,,,8.7518
2025-06-27,,,8.9402
2025-06-30,,,9.712
2025-07-01,,,9.7672
2025-07-02,,,9.9189
2025-07-03,,,9.9051
2025-07-04,,,9.8776
2025-07-07,,,9.712
2025-07-08,,,9.7396
2025-07-09,,,9.6292
2025-07-10,,,9.8362
2025-07-11,,,10.0293
2025-07-14,,,9.9051
2025-07-15,,,9.8638
2025-07-16,,,9.8086
2025-07-17,,,9.85
2025-07-18,,,9.9879
2025-07-21,,,10.5259
2025-07-22,,,10.7191
2025-07-23,,,10.5397
2025-07-24,,,10.7743
2025-07-25,,,10.6501
2025-07-28,,,10.5259
2025-07-29,,,10.6363
2025-07-30,,,10.6639
2025-07-31,,,10.25
2025-08-01,,,10.1948
2025-08-04,,,10.2638
2025-08-05,,,10.319
2025-08-06,,,10.388
2025-08-07,,,10.4018
2025-08-08,,,10.4018
2025-08-11,,,10.3604
2025-08-12,,,10.4708
2025-08-13,,,10.6639
2025-08-14,,,10.5535
2025-08-15,,,10.9812
2025-08-18,,,10.6501
2025-08-19,,,10.5259
2025-08-20,,,10.5811
2025-08-21,,,10.5673
2025-08-22,,,10.6501
2025-08-25,,,11.1467
2025-08-26,,,11.2847
2025-08-27,,,10.995
2025-08-28,,,10.8846
2025-08-29,,,10.8018
2025-09-01,,,10.8294
2025-09-02,,,10.8018
2025-09-03,,,10.7605
2025-09-04,,,10.25
2025-09-05,,,10.6225
2025-09-08,,,10.5121
2025-09-09,,,10.5673
2025-09-10,,,10.4846
2025-09-11,,,10.8018
2025-09-12,,,11.0916
2025-09-15,,,11.1329
2025-09-16,,,10.8708
2025-09-17,,,10.9674
2025-09-18,,,10.5397
2025-09-19,,,10.6777
2025-09-22,,,10.6087
2025-09-23,,,10.457
2025-09-24,,,10.4846
2025-09-25,,,10.4983
2025-09-26,,,10.5121
2025-09-29,,,11.2433
2025-09-30,,,9.9464
2025-10-09,,,10.4775
2025-10-10,,,10.405
2025-10-13,,,10.3447
2025-10-14,,,10.4292
2025-10-15,,,10.7068
2025-10-16,,,10.5258
2025-10-17,,,10.224
2025-10-20,,,10.1033
2025-10-21,,,10.405
2025-10-22,,,10.562
2025-10-23,,,10.912
2025-10-24,,,11.1414
2025-10-27,,,11.3466
2025-10-28,,,11.1776
2025-10-29,,,11.9622
2025-10-30,,,12.445
2025-10-31,,,12.0588
2025-11-03,,,12.276
2025-11-04,,,11.8898
2025-11-05,,,11.9139
2025-11-06,,,13.1089
